PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM,MIN_F,MEAN_F,MAX_F,PRECIPITATION_IN
1985-09-01,7,Chiapas,18.4,24.1,29.9,259.0,65.12,75.38,85.82,10.19683
1985-09-01,8,Chihuahua,12.6,20.2,27.8,66.2,54.68,68.36,82.04,2.606294
1985-09-01,9,Ciudad de México,10.4,16.9,23.4,68.7,50.72,62.42,74.12,2.7047190000000003
1985-09-01,10,Durango,12.9,20.0,27.0,76.4,55.22,68.0,80.6,3.007868
1985-09-01,11,Guanajuato,11.7,18.9,26.1,46.5,53.06,66.02,78.98,1.830705
1985-09-01,12,Guerrero,19.0,24.6,30.2,176.5,66.2,76.28,86.36,6.948805
1985-09-01,13,Hidalgo,9.8,16.9,24.0,66.5,49.64,62.42,75.2,2.6181050000000003
1985-09-01,14,Jalisco,15.1,22.0,28.8,121.8,59.18,71.6,83.84,4.795266
1985-09-01,15,Estado de México,8.9,15.5,22.2,121.5,48.02,59.9,71.96,4.783455
1985-09-01,16,Michoacán,14.1,20.7,27.4,100.8,57.379999999999995,69.25999999999999,81.32,3.968496
1985-09-01,17,Morelos,15.1,21.3,27.5,142.2,59.18,70.34,81.5,5.598414
1985-09-01,18,Nayarit,20.6,26.5,32.4,165.8,69.08,79.7,90.32,6.527546000000001
1985-09-01,19,Nuevo León,17.2,24.1,31.0,51.0,62.959999999999994,75.38,87.8,2.00787
1985-09-01,20,Oaxaca,16.0,22.2,28.4,195.5,60.8,71.96,83.12,7.696835
1985-09-01,21,Puebla,11.7,18.4,25.2,155.6,53.06,65.12,77.36,6.125972
1985-09-01,22,Querétaro,12.1,19.3,26.4,57.1,53.78,66.74000000000001,79.52,2.248027
1985-09-01,23,Quintana Roo,21.0,26.8,32.6,154.0,69.8,80.24000000000001,90.68,6.0629800000000005
1985-09-01,24,San Luis Potosí,16.3,22.8,29.2,99.1,61.34,73.04,84.56,3.901567
1985-09-01,25,Sinaloa,21.7,27.8,33.9,158.2,71.06,82.04,93.02,6.228334
1985-09-01,26,Sonora,18.3,26.3,34.3,58.0,64.94,79.34,93.74,2.2834600000000003
1985-09-01,27,Tabasco,22.6,28.0,33.5,260.8,72.68,82.4,92.3,10.267696
1985-09-01,28,Tamaulipas,20.7,27.1,33.4,62.6,69.25999999999999,80.78,92.11999999999999,2.4645620000000004
1985-09-01,29,Tlaxcala,7.1,14.6,22.2,94.3,44.78,58.28,71.96,3.712591
1985-09-01,30,Veracruz,18.7,24.1,29.4,184.6,65.66,75.38,84.91999999999999,7.267702
1985-09-01,31,Yucatán,20.5,27.0,33.5,179.2,68.9,80.6,92.3,7.055104
1985-09-01,32,Zacatecas,12.2,19.5,26.8,47.1,53.96,67.1,80.24000000000001,1.854327
1985-10-01,0,Mexico,14.1,21.0,27.9,65.5,57.379999999999995,69.8,82.22,2.578735
1985-10-01,1,Aguascalientes,9.9,17.3,24.8,50.7,49.82,63.14,76.64,1.9960590000000002
1985-10-01,2,Baja California,11.1,19.0,27.0,17.3,51.98,66.2,80.6,0.6811010000000001
1985-10-01,3,Baja California Sur,16.1,23.8,31.6,15.6,60.980000000000004,74.84,88.88000000000001,0.614172
1985-10-01,4,Campeche,19.9,26.6,33.4,32.8,67.82,79.88,92.11999999999999,1.291336
1985-10-01,5,Coahuila,12.7,19.7,26.7,41.6,54.86,67.46,80.06,1.6377920000000001
1985-10-01,6,Colima,18.8,25.4,31.9,52.4,65.84,77.72,89.41999999999999,2.0629880000000003
1985-10-01,7,Chiapas,18.0,23.8,29.7,192.0,64.4,74.84,85.46000000000001,7.55904
1985-10-01,8,Chihuahua,7.4,16.1,24.8,14.2,45.32,60.980000000000004,76.64,0.559054
1985-10-01,9,Ciudad de México,9.4,16.2,23.0,49.1,48.92,61.16,73.4,1.933067
1985-10-01,10,Durango,9.4,17.4,25.4,49.4,48.92,63.32,77.72,1.944878
1985-10-01,11,Guanajuato,10.7,18.2,25.7,30.8,51.26,64.75999999999999,78.25999999999999,1.212596
1985-10-01,12,Guerrero,18.8,24.8,30.8,81.8,65.84,76.64,87.44,3.220466
1985-10-01,13,Hidalgo,8.6,15.8,23.1,19.7,47.48,60.440000000000005,73.58,0.775589
1985-10-01,14,Jalisco,13.7,20.8,28.0,61.1,56.66,69.44,82.4,2.405507
1985-10-01,15,Estado de México,7.8,14.9,22.0,35.2,46.04,58.82,71.6,1.3858240000000002
1985-10-01,16,Michoacán,12.8,19.9,27.0,49.0,55.04,67.82,80.6,1.92913
1985-10-01,17,Morelos,14.4,21.1,27.8,32.6,57.92,69.98,82.04,1.283462
1985-10-01,18,Nayarit,19.5,25.8,32.2,46.1,67.1,78.44,89.96000000000001,1.8149570000000002
1985-10-01,19,Nuevo León,14.2,20.6,27.0,73.8,57.56,69.08,80.6,2.905506
1985-10-01,20,Oaxaca,15.5,21.8,28.1,124.8,59.9,71.24000000000001,82.58,4.913376
1985-10-01,21,Puebla,10.5,17.3,24.2,105.0,50.9,63.14,75.56,4.13385
1985-10-01,22,Querétaro,10.7,17.9,25.1,21.3,51.26,64.22,77.18,0.838581
1985-10-01,23,Quintana Roo,20.0,25.9,31.8,67.2,68.0,78.62,89.24,2.6456640000000005
1985-10-01,24,San Luis Potosí,14.7,20.9,27.2,39.2,58.459999999999994,69.62,80.96,1.5433040000000002
1985-10-01,25,Sinaloa,19.5,26.1,32.7,73.8,67.1,78.98,90.86,2.905506
1985-10-01,26,Sonora,13.8,22.3,30.9,31.6,56.84,72.14,87.61999999999999,1.2440920000000002
1985-10-01,27,Tabasco,21.9,27.3,32.6,277.8,71.42,81.14,90.68,10.936986000000001
1985-10-01,28,Tamaulipas,18.0,24.2,30.5,91.3,64.4,75.56,86.9,3.594481
1985-10-01,29,Tlaxcala,6.1,13.8,21.6,38.3,42.980000000000004,56.84,70.88,1.507871
1985-10-01,30,Veracruz,17.7,22.9,28.1,113.0,63.86,73.22,82.58,4.44881
1985-10-01,31,Yucatán,19.9,26.4,32.9,69.0,67.82,79.52,91.22,2.71653
1985-10-01,32,Zacatecas,10.4,17.7,25.0,29.0,50.72,63.86,77.0,1.1417300000000001
1985-11-01,0,Mexico,11.6,19.1,26.7,31.9,52.879999999999995,66.38,80.06,1.255903
1985-11-01,1,Aguascalientes,6.5,15.3,24.2,4.3,43.7,59.540000000000006,75.56,0.169291
1985-11-01,2,Baja California,7.7,15.2,22.7,64.5,45.86,59.36,72.86,2.539365
1985-11-01,3,Baja California Sur,13.2,20.8,28.3,6.6,55.76,69.44,82.94,0.259842
1985-11-01,4,Campeche,19.1,25.9,32.7,60.2,66.38,78.62,90.86,2.3700740000000002
1985-11-01,5,Coahuila,10.0,17.2,24.5,8.8,50.0,62.959999999999994,76.1,0.34645600000000004
1985-11-01,6,Colima,17.7,24.9,32.1,8.1,63.86,76.82,89.78,0.318897
1985-11-01,7,Chiapas,17.1,23.3,29.5,106.4,62.78,73.94,85.1,4.188968
1985-11-01,8,Chihuahua,3.0,12.0,21.0,9.2,37.4,53.6,69.8,0.36220399999999997
1985-11-01,9,Ciudad de México,7.2,15.0,22.9,0.2,44.96,59.0,73.22,0.007874
1985-11-01,10,Durango,5.0,14.3,23.5,2.5,41.0,57.74,74.3,0.09842500000000001
1985-11-01,11,Guanajuato,7.4,16.0,24.6,8.4,45.32,60.8,76.28,0.33070800000000006
1985-11-01,12,Guerrero,17.6,24.3,31.0,25.5,63.68,75.74000000000001,87.8,1.003935
1985-11-01,13,Hidalgo,6.1,14.5,23.0,21.9,42.980000000000004,58.1,73.4,0.8622029999999999
1985-11-01,14,Jalisco,10.3,19.1,27.9,10.1,50.54,66.38,82.22,0.397637
1985-11-01,15,Estado de México,5.8,13.9,22.1,17.4,42.44,57.02,71.78,0.685038
1985-11-01,16,Michoacán,10.3,18.6,27.0,17.7,50.54,65.48,80.6,0.696849
1985-11-01,17,Morelos,12.5,20.3,28.2,6.2,54.5,68.54,82.75999999999999,0.24409400000000003
1985-11-01,18,Nayarit,15.5,23.3,31.2,11.5,59.9,73.94,88.16,0.452755
1985-11-01,19,Nuevo León,10.4,17.4,24.5,11.5,50.72,63.32,76.1,0.452755
1985-11-01,20,Oaxaca,14.0,21.0,28.0,69.5,57.2,69.8,82.4,2.736215
1985-11-01,21,Puebla,8.6,16.2,23.9,42.3,47.48,61.16,75.02,1.665351
1985-11-01,22,Querétaro,8.2,16.5,24.8,7.1,46.76,61.7,76.64,0.279527
1985-11-01,23,Quintana Roo,19.2,25.2,31.3,100.8,66.56,77.36,88.34,3.968496
1985-11-01,24,San Luis Potosí,12.1,19.1,26.0,33.0,53.78,66.38,78.8,1.29921
1985-11-01,25,Sinaloa,14.5,22.8,31.0,10.3,58.1,73.04,87.8,0.40551100000000007
1985-11-01,26,Sonora,8.9,17.7,26.4,21.1,48.02,63.86,79.52,0.8307070000000001
1985-11-01,27,Tabasco,21.1,26.2,31.4,220.0,69.98,79.16,88.52,8.6614
1985-11-01,28,Tamaulipas,15.1,21.5,28.0,15.7,59.18,70.7,82.4,0.618109
1985-11-01,29,Tlaxcala,4.0,12.8,21.6,6.6,39.2,55.04,70.88,0.259842
1985-11-01,30,Veracruz,16.0,21.5,27.1,54.7,60.8,70.7,80.78,2.1535390000000003
1985-11-01,31,Yucatán,19.0,25.5,32.0,58.1,66.2,77.9,89.6,2.2873970000000003
1985-11-01,32,Zacatecas,6.3,15.1,24.0,3.8,43.34,59.18,75.2,0.149606
1985-12-01,0,Mexico,9.3,16.9,24.5,25.4,48.74,62.42,76.1,0.999998
1985-12-01,1,Aguascalientes,4.6,13.2,21.8,23.4,40.28,55.76,71.24000000000001,0.921258
1985-12-01,2,Baja California,5.2,12.8,20.4,28.6,41.36,55.04,68.72,1.125982
1985-12-01,3,Baja California Sur,10.0,17.8,25.6,1.1,50.0,64.04,78.08,0.043307000000000005
1985-12-01,4,Campeche,17.6,24.5,31.3,4.0,63.68,76.1,88.34,0.15748
1985-12-01,5,Coahuila,5.8,12.7,19.7,6.7,42.44,54.86,67.46,0.26377900000000004
1985-12-01,6,Colima,16.0,23.8,31.7,2.8,60.8,74.84,89.06,0.110236
1985-12-01,7,Chiapas,16.0,22.5,28.9,90.5,60.8,72.5,84.02,3.5629850000000003
1985-12-01,8,Chihuahua,-1.4,7.9,17.2,6.8,29.48,46.22,62.959999999999994,0.267716
1985-12-01,9,Ciudad de México,5.7,13.6,21.5,0.3,42.260000000000005,56.48,70.7,0.011811
1985-12-01,10,Durango,1.7,10.7,19.8,24.3,35.06,51.26,67.64,0.9566910000000001
1985-12-01,11,Guanajuato,6.0,14.4,22.7,2.7,42.8,57.92,72.86,0.10629900000000002
1985-12-01,12,Guerrero,16.3,23.5,30.6,4.8,61.34,74.3,87.08000000000001,0.188976
1985-12-01,13,Hidalgo,5.1,13.4,21.8,17.8,41.18,56.120000000000005,71.24000000000001,0.700786
1985-12-01,14,Jalisco,8.3,17.2,26.1,5.1,46.94,62.959999999999994,78.98,0.200787
1985-12-01,15,Estado de México,4.5,12.7,20.9,6.3,40.1,54.86,69.62,0.248031
1985-12-01,16,Michoacán,8.6,17.2,25.8,5.0,47.48,62.959999999999994,78.44,0.19685000000000002
1985-12-01,17,Morelos,10.8,19.2,27.6,3.0,51.44,66.56,81.68,0.11811
1985-12-01,18,Nayarit,12.3,20.6,28.9,10.9,54.14,69.08,84.02,0.42913300000000004
1985-12-01,19,Nuevo León,6.5,12.7,19.0,12.5,43.7,54.86,66.2,0.49212500000000003
1985-12-01,20,Oaxaca,12.7,19.9,27.2,32.1,54.86,67.82,80.96,1.2637770000000002
1985-12-01,21,Puebla,7.3,14.8,22.4,38.2,45.14,58.64,72.32,1.503934
1985-12-01,22,Querétaro,6.3,14.5,22.7,1.7,43.34,58.1,72.86,0.066929
1985-12-01,23,Quintana Roo,18.0,23.9,29.7,53.6,64.4,75.02,85.46000000000001,2.1102320000000003
1985-12-01,24,San Luis Potosí,9.6,16.0,22.5,29.0,49.28,60.8,72.5,1.1417300000000001
1985-12-01,25,Sinaloa,11.3,19.6,27.9,24.5,52.34,67.28,82.22,0.964565
1985-12-01,26,Sonora,5.2,14.1,23.1,5.6,41.36,57.379999999999995,73.58,0.220472
1985-12-01,27,Tabasco,19.8,24.3,28.8,222.0,67.64,75.74000000000001,83.84,8.74014
1985-12-01,28,Tamaulipas,11.1,16.9,22.6,33.7,51.98,62.42,72.68,1.326769
1985-12-01,29,Tlaxcala,2.7,11.5,20.3,6.5,36.86,52.7,68.54,0.255905
1985-12-01,30,Veracruz,14.4,19.2,23.9,59.4,57.92,66.56,75.02,2.338578
1985-12-01,31,Yucatán,17.4,23.8,30.2,45.7,63.32,74.84,86.36,1.7992090000000003
1985-12-01,32,Zacatecas,4.2,12.9,21.7,26.5,39.56,55.22,71.06,1.0433050000000001
1986-01-01,0,Mexico,7.6,16.0,24.4,15.2,45.68,60.8,75.92,0.598424
1986-01-01,1,Aguascalientes,3.0,12.1,21.2,0.1,37.4,53.78,70.16,0.003937
1986-01-01,2,Baja California,5.4,13.2,21.0,12.6,41.72,55.76,69.8,0.496062
1986-01-01,3,Baja California Sur,8.8,17.3,25.8,2.3,47.84,63.14,78.44,0.09055099999999999
1986-01-01,4,Campeche,15.2,22.6,30.0,17.4,59.36,72.68,86.0,0.685038
1986-01-01,5,Coahuila,3.5,11.4,19.2,6.1,38.3,52.52,66.56,0.240157
1986-01-01,6,Colima,14.0,22.5,30.9,4.6,57.2,72.5,87.61999999999999,0.18110199999999999
1986-01-01,7,Chiapas,14.0,21.1,28.2,92.6,57.2,69.98,82.75999999999999,3.645662
1986-01-01,8,Chihuahua,-2.2,7.9,18.0,7.4,28.04,46.22,64.4,0.29133800000000004
1986-01-01,9,Ciudad de México,3.7,12.7,21.7,0.0,38.660000000000004,54.86,71.06,0.0
1986-01-01,10,Durango,0.1,9.6,19.2,2.0,32.18,49.28,66.56,0.07874
1986-01-01,11,Guanajuato,3.8,13.0,22.3,0.0,38.839999999999996,55.4,72.14,0.0
1986-01-01,12,Guerrero,15.1,22.8,30.5,0.4,59.18,73.04,86.9,0.015748
1986-01-01,13,Hidalgo,2.3,11.9,21.6,4.9,36.14,53.42,70.88,0.19291300000000003
1986-01-01,14,Jalisco,6.8,16.4,25.9,0.6,44.239999999999995,61.519999999999996,78.62,0.023622
1986-01-01,15,Estado de México,2.6,11.8,21.1,0.1,36.68,53.24,69.98,0.003937
1986-01-01,16,Michoacán,7.0,16.4,25.9,0.9,44.6,61.519999999999996,78.62,0.035433000000000006
1986-01-01,17,Morelos,9.0,18.2,27.5,2.6,48.2,64.75999999999999,81.5,0.10236200000000001
1986-01-01,18,Nayarit,11.7,20.2,28.7,0.0,53.06,68.36,83.66,0.0
1986-01-01,19,Nuevo León,5.0,12.5,20.1,2.4,41.0,54.5,68.18,0.094488
1986-01-01,20,Oaxaca,11.1,19.0,26.9,9.6,51.98,66.2,80.42,0.377952
1986-01-01,21,Puebla,5.0,13.8,22.5,15.0,41.0,56.84,72.5,0.59055
1986-01-01,22,Querétaro,3.8,13.3,22.8,0.6,38.839999999999996,55.94,73.04,0.023622
1986-01-01,23,Quintana Roo,15.5,22.2,29.0,32.4,59.9,71.96,84.2,1.275588
1986-01-01,24,San Luis Potosí,6.3,14.3,22.3,5.0,43.34,57.74,72.14,0.19685000000000002
1986-01-01,25,Sinaloa,10.0,19.2,28.4,7.9,50.0,66.56,83.12,0.31102300000000005
1986-01-01,26,Sonora,5.0,14.7,24.5,9.3,41.0,58.459999999999994,76.1,0.36614100000000005
1986-01-01,27,Tabasco,17.2,22.2,27.2,204.1,62.959999999999994,71.96,80.96,8.035417
1986-01-01,28,Tamaulipas,8.8,16.0,23.2,3.3,47.84,60.8,73.75999999999999,0.129921
1986-01-01,29,Tlaxcala,0.6,10.6,20.6,0.9,33.08,51.08,69.08,0.035433000000000006
1986-01-01,30,Veracruz,11.4,17.5,23.7,16.9,52.52,63.5,74.66,0.665353
1986-01-01,31,Yucatán,15.1,22.0,28.9,25.8,59.18,71.6,84.02,1.015746
1986-01-01,32,Zacatecas,3.0,12.0,21.1,3.9,37.4,53.6,69.98,0.153543
1986-02-01,0,Mexico,9.1,17.6,26.0,14.9,48.379999999999995,63.68,78.8,0.586613
1986-02-01,1,Aguascalientes,4.2,13.5,22.9,3.7,39.56,56.3,73.22,0.14566900000000002
1986-02-01,2,Baja California,6.3,13.6,21.0,43.0,43.34,56.48,69.8,1.6929100000000001
1986-02-01,3,Baja California Sur,9.2,17.4,25.7,3.7,48.56,63.32,78.25999999999999,0.14566900000000002
1986-02-01,4,Campeche,16.6,24.6,32.7,16.7,61.88,76.28,90.86,0.657479
1986-02-01,5,Coahuila,6.3,14.3,22.3,5.1,43.34,57.74,72.14,0.200787
1986-02-01,6,Colima,13.6,22.1,30.7,5.6,56.48,71.78,87.26,0.220472
1986-02-01,7,Chiapas,15.3,22.7,30.2,33.2,59.540000000000006,72.86,86.36,1.3070840000000001
1986-02-01,8,Chihuahua,0.1,9.9,19.7,9.9,32.18,49.82,67.46,0.389763
1986-02-01,9,Ciudad de México,5.7,14.5,23.3,0.0,42.260000000000005,58.1,73.94,0.0
1986-02-01,10,Durango,2.2,12.0,21.8,7.6,35.96,53.6,71.24000000000001,0.299212
1986-02-01,11,Guanajuato,5.6,15.2,24.8,3.0,42.08,59.36,76.64,0.11811
1986-02-01,12,Guerrero,16.1,23.8,31.5,0.6,60.980000000000004,74.84,88.7,0.023622
1986-02-01,13,Hidalgo,4.5,14.0,23.5,5.4,40.1,57.2,74.3,0.21259800000000004
1986-02-01,14,Jalisco,7.2,17.1,27.0,7.9,44.96,62.78,80.6,0.31102300000000005
1986-02-01,15,Estado de México,3.9,13.0,22.2,1.5,39.02,55.4,71.96,0.059055
1986-02-01,16,Michoacán,8.0,17.3,26.7,2.9,46.4,63.14,80.06,0.114173
1986-02-01,17,Morelos,10.6,19.8,29.1,2.9,51.08,67.64,84.38000000000001,0.114173
1986-02-01,18,Nayarit,12.0,20.4,28.9,18.7,53.6,68.72,84.02,0.7362190000000001
1986-02-01,19,Nuevo León,7.5,15.2,22.9,9.7,45.5,59.36,73.22,0.381889
1986-02-01,20,Oaxaca,12.7,20.6,28.6,33.4,54.86,69.08,83.48,1.314958
1986-02-01,21,Puebla,7.2,15.6,24.1,17.1,44.96,60.08,75.38,0.6732270000000001
1986-02-01,22,Querétaro,6.4,15.8,25.3,0.3,43.519999999999996,60.440000000000005,77.54,0.011811
1986-02-01,23,Quintana Roo,16.7,23.7,30.7,18.6,62.059999999999995,74.66,87.26,0.7322820000000001
1986-02-01,24,San Luis Potosí,8.4,16.8,25.2,4.1,47.120000000000005,62.24,77.36,0.161417
1986-02-01,25,Sinaloa,10.7,19.4,28.1,21.8,51.26,66.92,82.58,0.8582660000000001
1986-02-01,26,Sonora,6.4,15.5,24.6,16.7,43.519999999999996,59.9,76.28,0.657479
1986-02-01,27,Tabasco,19.3,24.9,30.5,76.5,66.74000000000001,76.82,86.9,3.0118050000000003
1986-02-01,28,Tamaulipas,11.6,19.1,26.6,9.0,52.879999999999995,66.38,79.88,0.35433000000000003
1986-02-01,29,Tlaxcala,2.4,12.2,22.0,3.7,36.32,53.96,71.6,0.14566900000000002
1986-02-01,30,Veracruz,13.7,20.0,26.3,30.8,56.66,68.0,79.34,1.212596
1986-02-01,31,Yucatán,16.6,23.9,31.2,26.1,61.88,75.02,88.16,1.027557
1986-02-01,32,Zacatecas,3.9,13.4,22.9,6.1,39.02,56.120000000000005,73.22,0.240157
1986-03-01,0,Mexico,10.0,18.7,27.4,10.7,50.0,65.66,81.32,0.421259
1986-03-01,1,Aguascalientes,5.0,14.8,24.6,0.0,41.0,58.64,76.28,0.0
1986-03-01,2,Baja California,7.8,15.4,22.9,44.3,46.04,59.72,73.22,1.744091
1986-03-01,3,Baja California Sur,10.4,19.0,27.5,0.0,50.72,66.2,81.5,0.0
1986-03-01,4,Campeche,17.4,25.5,33.5,4.9,63.32,77.9,92.3,0.19291300000000003
1986-03-01,5,Coahuila,7.8,16.2,24.7,2.8,46.04,61.16,76.46,0.110236
1986-03-01,6,Colima,13.5,22.6,31.8,0.0,56.3,72.68,89.24,0.0
1986-03-01,7,Chiapas,15.6,23.1,30.7,50.3,60.08,73.58,87.26,1.980311
1986-03-01,8,Chihuahua,2.2,12.1,22.0,5.0,35.96,53.78,71.6,0.19685000000000002
1986-03-01,9,Ciudad de México,6.6,15.6,24.6,0.2,43.879999999999995,60.08,76.28,0.007874
1986-03-01,10,Durango,3.5,13.5,23.6,0.1,38.3,56.3,74.48,0.003937
1986-03-01,11,Guanajuato,6.0,15.9,25.7,0.0,42.8,60.62,78.25999999999999,0.0
1986-03-01,12,Guerrero,16.8,24.6,32.5,0.4,62.24,76.28,90.5,0.015748
1986-03-01,13,Hidalgo,5.5,14.7,24.0,16.8,41.9,58.459999999999994,75.2,0.6614160000000001
1986-03-01,14,Jalisco,8.2,18.4,28.7,0.0,46.76,65.12,83.66,0.0
1986-03-01,15,Estado de México,4.7,14.0,23.3,1.9,40.46,57.2,73.94,0.074803
1986-03-01,16,Michoacán,8.8,18.6,28.5,0.0,47.84,65.48,83.3,0.0
1986-03-01,17,Morelos,11.7,21.0,30.4,1.2,53.06,69.8,86.72,0.047244
1986-03-01,18,Nayarit,12.0,21.5,31.0,0.0,53.6,70.7,87.8,0.0
1986-03-01,19,Nuevo León,8.8,16.7,24.6,4.1,47.84,62.059999999999995,76.28,0.161417
1986-03-01,20,Oaxaca,13.4,21.3,29.3,5.9,56.120000000000005,70.34,84.74,0.23228300000000002
1986-03-01,21,Puebla,8.3,16.6,24.9,12.7,46.94,61.88,76.82,0.499999
1986-03-01,22,Querétaro,7.1,16.5,25.9,18.0,44.78,61.7,78.62,0.7086600000000001
1986-03-01,23,Quintana Roo,18.0,24.8,31.7,23.8,64.4,76.64,89.06,0.9370060000000001
1986-03-01,24,San Luis Potosí,10.0,18.3,26.6,8.5,50.0,64.94,79.88,0.334645
1986-03-01,25,Sinaloa,11.0,20.9,30.8,3.0,51.8,69.62,87.44,0.11811
1986-03-01,26,Sonora,7.8,17.6,27.5,5.4,46.04,63.68,81.5,0.21259800000000004
1986-03-01,27,Tabasco,19.4,25.2,31.0,88.1,66.92,77.36,87.8,3.468497
1986-03-01,28,Tamaulipas,13.0,20.6,28.3,3.8,55.4,69.08,82.94,0.149606
1986-03-01,29,Tlaxcala,2.9,12.8,22.6,1.1,37.22,55.04,72.68,0.043307000000000005
1986-03-01,30,Veracruz,14.5,20.5,26.5,19.6,58.1,68.9,79.7,0.7716520000000001
1986-03-01,31,Yucatán,17.7,25.1,32.5,15.6,63.86,77.18,90.5,0.614172
1986-03-01,32,Zacatecas,4.8,14.8,24.9,1.2,40.64,58.64,76.82,0.047244
1986-04-01,0,Mexico,12.9,21.3,29.8,26.3,55.22,70.34,85.64,1.035431
1986-04-01,1,Aguascalientes,9.3,18.6,28.0,10.2,48.74,65.48,82.4,0.401574
1986-04-01,2,Baja California,9.6,18.0,26.5,1.7,49.28,64.4,79.7,0.066929
1986-04-01,3,Baja California Sur,13.4,22.2,31.0,11.1,56.120000000000005,71.96,87.8,0.43700700000000003
1986-04-01,4,Campeche,18.5,26.9,35.3,31.7,65.3,80.42,95.53999999999999,1.248029
1986-04-01,5,Coahuila,11.4,19.7,28.0,41.3,52.52,67.46,82.4,1.625981
1986-04-01,6,Colima,15.7,24.5,33.3,0.5,60.26,76.1,91.94,0.019685
1986-04-01,7,Chiapas,17.3,24.6,31.9,36.9,63.14,76.28,89.41999999999999,1.452753
1986-04-01,8,Chihuahua,7.1,16.8,26.5,5.9,44.78,62.24,79.7,0.23228300000000002
1986-04-01,9,Ciudad de México,9.2,17.5,25.8,21.7,48.56,63.5,78.44,0.854329
1986-04-01,10,Durango,7.6,17.6,27.6,17.2,45.68,63.68,81.68,0.677164
1986-04-01,11,Guanajuato,11.2,20.4,29.5,19.8,52.16,68.72,85.1,0.779526
1986-04-01,12,Guerrero,18.9,26.4,33.8,14.8,66.02,79.52,92.84,0.5826760000000001
1986-04-01,13,Hidalgo,8.3,17.2,26.1,50.9,46.94,62.959999999999994,78.98,2.003933
1986-04-01,14,Jalisco,11.6,21.5,31.5,4.3,52.879999999999995,70.7,88.7,0.169291
1986-04-01,15,Estado de México,7.5,16.2,24.8,37.7,45.5,61.16,76.64,1.4842490000000002
1986-04-01,16,Michoacán,12.2,21.5,30.8,3.0,53.96,70.7,87.44,0.11811
1986-04-01,17,Morelos,14.8,23.3,31.9,29.4,58.64,73.94,89.41999999999999,1.157478
1986-04-01,18,Nayarit,15.1,24.4,33.6,0.3,59.18,75.92,92.48,0.011811
1986-04-01,19,Nuevo León,12.5,20.2,27.9,69.6,54.5,68.36,82.22,2.740152
1986-04-01,20,Oaxaca,15.1,22.9,30.8,51.5,59.18,73.22,87.44,2.027555
1986-04-01,21,Puebla,10.5,18.4,26.3,43.9,50.9,65.12,79.34,1.728343
1986-04-01,22,Querétaro,10.3,19.4,28.5,125.6,50.54,66.92,83.3,4.944872
1986-04-01,23,Quintana Roo,17.7,25.1,32.6,50.3,63.86,77.18,90.68,1.980311
1986-04-01,24,San Luis Potosí,13.2,21.1,29.0,100.8,55.76,69.98,84.2,3.968496
1986-04-01,25,Sinaloa,14.8,24.4,34.0,1.5,58.64,75.92,93.2,0.059055
1986-04-01,26,Sonora,11.9,22.1,32.3,7.5,53.42,71.78,90.14,0.295275
1986-04-01,27,Tabasco,21.0,27.1,33.3,18.0,69.8,80.78,91.94,0.7086600000000001
1986-04-01,28,Tamaulipas,16.6,23.8,31.1,37.6,61.88,74.84,87.98,1.480312
1986-04-01,29,Tlaxcala,5.6,14.9,24.1,49.3,42.08,58.82,75.38,1.940941
1986-04-01,30,Veracruz,16.7,22.8,28.8,26.8,62.059999999999995,73.04,83.84,1.0551160000000002
1986-04-01,31,Yucatán,18.1,26.0,33.9,60.8,64.58,78.8,93.02,2.393696
1986-04-01,32,Zacatecas,8.9,18.5,28.1,8.9,48.02,65.3,82.58,0.350393
1986-05-01,0,Mexico,14.9,22.9,30.9,57.4,58.82,73.22,87.61999999999999,2.2598380000000002
1986-05-01,1,Aguascalientes,11.2,20.0,28.9,17.0,52.16,68.0,84.02,0.66929
1986-05-01,2,Baja California,11.4,19.4,27.5,0.2,52.52,66.92,81.5,0.007874
1986-05-01,3,Baja California Sur,13.9,22.1,30.3,0.2,57.02,71.78,86.53999999999999,0.007874
1986-05-01,4,Campeche,20.8,28.9,37.0,47.7,69.44,84.02,98.6,1.8779490000000003
1986-05-01,5,Coahuila,14.7,22.5,30.3,43.0,58.459999999999994,72.5,86.53999999999999,1.6929100000000001
1986-05-01,6,Colima,17.3,25.6,34.0,6.9,63.14,78.08,93.2,0.27165300000000003
1986-05-01,7,Chiapas,18.8,25.4,32.1,239.2,65.84,77.72,89.78,9.417304
1986-05-01,8,Chihuahua,10.3,19.6,28.8,17.0,50.54,67.28,83.84,0.66929
1986-05-01,9,Ciudad de México,10.3,18.0,25.7,70.3,50.54,64.4,78.25999999999999,2.7677110000000003
1986-05-01,10,Durango,10.5,19.8,29.0,15.2,50.9,67.64,84.2,0.598424
1986-05-01,11,Guanajuato,12.9,21.5,30.0,26.8,55.22,70.7,86.0,1.0551160000000002
1986-05-01,12,Guerrero,20.0,26.8,33.7,63.2,68.0,80.24000000000001,92.66,2.4881840000000004
1986-05-01,13,Hidalgo,10.2,18.3,26.4,83.0,50.36,64.94,79.52,3.26771
1986-05-01,14,Jalisco,13.7,23.0,32.4,45.7,56.66,73.4,90.32,1.7992090000000003
1986-05-01,15,Estado de México,9.0,16.8,24.6,95.1,48.2,62.24,76.28,3.744087
